event_id,name,url,image_url,date,time,status,segment,genre,subgenre,venue_name,venue_city,venue_address,venue_lat,venue_lon,day_of_week,month_name,month_num,year,hour
Z698xZq2Z1k-Fudb3,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/848343612,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-14,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Tuesday,April,4,2026,18
Z698xZq2Z1k37ef-A,Eric Idle,https://www.ticketmaster.se/event/eric-idle-always-look-on-the-bright-side-of-life-live-biljetter/484094845,https://s1.ticketm.net/dam/e/d88/0cbf49c5-f18e-4a38-ae44-0dcf61442d88_RECOMENDATION_16_9.jpg,2026-04-14,19:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Tuesday,April,4,2026,19
Z698xZq2Z16vZ0G9_M,40 Fingers,https://www.ticketmaster.se/event/40-fingers-biljetter/1024317677,https://s1.ticketm.net/dam/e/a38/c01c9483-250c-4c4c-b7f8-bb4829ff1a38_RETINA_LANDSCAPE_16_9.jpg,2026-04-15,19:30,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Wednesday,April,4,2026,19
Z698xZq2Z16vavQaZx,Amanda Bergman,https://www.ticketmaster.se/event/amanda-bergman-biljetter/1241689022,https://s1.ticketm.net/dam/a/da1/c489a12c-bab8-469b-a9e7-bb7e67754da1_RECOMENDATION_16_9.jpg,2026-04-15,19:30,onsale,Music,Alternative,Indie Pop,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Wednesday,April,4,2026,19
Z698xZq2Z16va-0gjy,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1261935739,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-16,18:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Thursday,April,4,2026,18
Z698xZq2Z1k4z847s,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/578415131,https://s1.ticketm.net/dam/e/196/c0ed667f-634b-4ead-8a88-6ac7d2dc2196_CUSTOM.jpg,2026-04-16,18:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Thursday,April,4,2026,18
Z698xZq2Z1k-pf_AJ,Efva Lilja - A Life as Right as Rain,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/856519166,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg,2026-04-16,19:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Thursday,April,4,2026,19
Z698xZq2Z16vua79fV,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1349117534,https://s1.ticketm.net/dam/e/6be/002872f1-8844-4631-b998-5185ff3226be_EVENT_DETAIL_PAGE_16_9.jpg,2026-04-16,19:30,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Thursday,April,4,2026,19
Z698xZq2Z1kOVQaJK,Happy Voices under ledning av Gabriel Forss. Gäst: Linnea Henriksson,https://www.ticketmaster.se/event/happy-voices-under-ledning-av-gabriel-forss-gast-linnea-henriksson-biljetter/834689993,https://s1.ticketm.net/dam/e/5b0/8be2d53f-b630-4a54-b485-e4d7422745b0_ARTIST_PAGE_3_2.jpg,2026-04-16,19:30,onsale,Music,Rock,Pop,Filadelfia Convention Center,Stockholm,Rörstrandsgatan 5,59.33948,18.03484,Thursday,April,4,2026,19
Z698xZq2Z1kbe-8GO,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/602850320,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-16,19:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Thursday,April,4,2026,19
Z698xZq2Z1k4s-dGU,Guldgruvan comedyklubb,https://www.ticketmaster.se/event/guldgruvan-comedyklubb-biljetter/571843336,https://s1.ticketm.net/dam/a/933/04589563-a8b7-492d-8612-ac299f8d5933_CUSTOM.jpg,2026-04-16,20:00,onsale,Arts & Theatre,Comedy,Comedy,Sofia Common,Stockholm,Bondegatan 57,59.31387,18.09131,Thursday,April,4,2026,20
Z698xZq2Z16v03_ejV,"Maias Party at Spy Bar with Maia, Sun of Malaichi & Shimmer",https://www.ticketmaster.se/event/maias-party-at-spy-bar-with-maia-sun-of-malaichi--shimmer-biljetter/1912642734,https://s1.ticketm.net/dam/e/69f/d0924f84-6afe-40f1-928b-c5c9c27b269f_RETINA_LANDSCAPE_16_9.jpg,2026-04-16,21:00,onsale,Music,Dance/Electronic,Club Dance,Spy Bar,Stockholm,Birger Jarlsgatan 20,59.33655,18.07209,Thursday,April,4,2026,21
Z698xZq2Z16v44q4-S,Labero's Magic World,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/1555755873,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg,2026-04-17,18:00,onsale,Arts & Theatre,Magic & Illusion,Magic,La Botanica,Stockholm,Tel: 08-751 09 65 - Stjärntorget 2,59.36898,18.00585,Friday,April,4,2026,18
Z698xZq2Z16v_0_600,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1664647924,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-17,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Friday,April,4,2026,18
Z698xZq2Z1kFaqPqP,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/209765765,https://s1.ticketm.net/dam/e/5a1/96b792e6-8fc9-4992-ad64-6b1d795c85a1_SOURCE,2026-04-17,18:30,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Friday,April,4,2026,18
Z698xZq2Z16vfO0NCe,Mnozil Brass - 30-årsjubileum!,https://www.ticketmaster.se/event/mnozil-brass-30-arsjubileum-biljetter/1520923382,https://s1.ticketm.net/dam/a/76e/712210b6-d1c1-4e6e-8176-ac77ed58c76e_ARTIST_PAGE_3_2.jpg,2026-04-17,19:00,onsale,Arts & Theatre,Spectacular,Spectacular,Filadelfia Convention Center,Stockholm,Rörstrandsgatan 5,59.33948,18.03484,Friday,April,4,2026,19
Z698xZq2Z1kjFodbP,Efva Lilja - A Life as Right as Rain,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/708443625,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg,2026-04-17,19:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Friday,April,4,2026,19
Z698xZq2Z16eZPJ3ea,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/2025992089,https://s1.ticketm.net/dam/e/c0c/81e31760-99d5-4ebb-8296-c3cbcad31c0c_RECOMENDATION_16_9.jpg,2026-04-17,19:30,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Friday,April,4,2026,19
Z698xZq2Z16v-AfxeA,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1845522085,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-17,19:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Friday,April,4,2026,19
Z698xZq2Z16v1KCd7S,Per Andersson - Kardborreshowen,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1293383133,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg,2026-04-17,20:00,onsale,Arts & Theatre,Comedy,Comedy,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Friday,April,4,2026,20
Z698xZq2Z16vuF43o0,MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1348552464,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg,2026-04-17,20:00,onsale,Arts & Theatre,Comedy,Comedy,Clarion Hotel Sign,Stockholm, Östra Järnvägsgatan 35,59.99333,18.89062,Friday,April,4,2026,20
Z698xZq2Z1kQZZg4o,Stadsvandring med Christopher O'Regan - Grändernas hemligheter,https://www.ticketmaster.se/event/stadsvandring-med-christopher-oregan-grandernas-hemligheter-biljetter/680035551,https://s1.ticketm.net/dam/a/506/784570b2-0a86-4a75-8af4-bed7018b7506_CUSTOM.jpg,2026-04-18,11:00,onsale,Miscellaneous,Family,Other,Gamla stan,Stockholm,Slottsbacken,59.3266,18.0709,Saturday,April,4,2026,11
Z698xZq2Z1kxvoxOw,Claire Parsons - Puder,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/881462832,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg,2026-04-18,11:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Saturday,April,4,2026,11
Z698xZq2Z16vbkFU0b,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1606236918,https://s1.ticketm.net/dam/e/77e/e520232d-227d-4eaf-af18-8fc08ff7577e_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-04-18,13:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Saturday,April,4,2026,13
Z698xZq2Z16vr87bus,Claire Parsons - Puder,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/1790118371,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg,2026-04-18,13:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Saturday,April,4,2026,13
Z698xZq2Z16v7Nv_fI,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1123059528,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-18,15:00,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Saturday,April,4,2026,15
Z698xZq2Z16v-gokaA,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1875446245,https://s1.ticketm.net/dam/e/654/00b0ebba-d16d-446c-82d8-51deb49f4654_TABLET_LANDSCAPE_16_9.jpg,2026-04-18,16:00,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Saturday,April,4,2026,16
Z698xZq2Z1kPY_OQ3,Efva Lilja - A Life as Right as Rain,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/970660692,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg,2026-04-18,16:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Saturday,April,4,2026,16
Z698xZq2Z16vxaaPj9,Per Andersson - Kardborreshowen,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1889265717,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg,2026-04-18,17:00,onsale,Arts & Theatre,Comedy,Comedy,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Saturday,April,4,2026,17
Z698xZq2Z1kAZaO4E,Labero's Magic World,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/140260567,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg,2026-04-18,18:00,onsale,Miscellaneous,Food & Drink,Food & Drink,La Botanica,Stockholm,Tel: 08-751 09 65 - Stjärntorget 2,59.36898,18.00585,Saturday,April,4,2026,18
Z698xZq2Z1kGy8wo0,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/339432464,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-18,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Saturday,April,4,2026,18
Z698xZq2Z16v-xq-P_,LAVA The Scandinavian Tour 2026,https://www.ticketmaster.se/event/lava-the-scandinavian-tour-2026-biljetter/1862761959,https://s1.ticketm.net/dam/e/a20/4ca3d33a-3444-42a1-b29a-0a23f3852a20_CUSTOM.jpg,2026-04-18,19:00,cancelled,Music,Other,Other,Nya Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32458,18.0997,Saturday,April,4,2026,19
Z698xZq2Z1k7kbNZp,"5 Seconds of Summer - EVERYONE'S A STAR! WORLD TOUR, Platinum tickets",https://www.ticketmaster.se/event/5-seconds-of-summer-everyones-a-star-world-tour-platinumbiljetter-biljetter/106623016,https://s1.ticketm.net/dam/a/fc0/23c8d778-e594-414e-8eab-307d6355dfc0_ARTIST_PAGE_3_2.jpg,2026-04-18,19:00,onsale,Music,Rock,Pop,Hovet,Stockholm,,59.33233,18.06293,Saturday,April,4,2026,19
Z698xZq2Z16v7Ax6up,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1105887356,https://s1.ticketm.net/dam/e/a0d/dd7f8e15-926a-4e43-a4f4-f383a5756a0d_RETINA_PORTRAIT_16_9.jpg,2026-04-18,19:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Saturday,April,4,2026,19
Z698xZq2Z16vx7b60A,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1884607905,https://s1.ticketm.net/dam/e/f31/df352019-8f20-4acd-ab2c-3426285adf31_RETINA_LANDSCAPE_16_9.jpg,2026-04-18,19:30,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Saturday,April,4,2026,19
Z698xZq2Z1kvUjsoF,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/76731448,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-18,19:30,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Saturday,April,4,2026,19
Z698xZq2Z16vG37VFY,MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1312134230,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg,2026-04-18,20:00,onsale,Arts & Theatre,Comedy,Comedy,Clarion Hotel Sign,Stockholm, Östra Järnvägsgatan 35,59.99333,18.89062,Saturday,April,4,2026,20
Z698xZq2Z16vuIAyaF,Per Andersson - Kardborreshowen,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1368179248,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg,2026-04-18,20:00,onsale,Arts & Theatre,Comedy,Comedy,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Saturday,April,4,2026,20
Z698xZq2Z16vFFozj0,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1208478724,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-19,15:00,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Sunday,April,4,2026,15
Z698xZq2Z1kaPZUZN,Christopher Cross,https://www.ticketmaster.se/event/christopher-cross-biljetter/265036023,https://s1.ticketm.net/dam/e/ebc/f9ec9170-cedf-479e-a772-ea73c4f07ebc_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-04-20,19:00,onsale,Music,Other,Other,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Monday,April,4,2026,19
Z698xZq2Z16vAgbJjd,"Matt Rife: Stay Golden World Tour, Platinum Tickets",https://www.ticketmaster.se/event/matt-rife-stay-golden-world-tour-platinumbiljetter-biljetter/1175626703,https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_3_2.jpg,2026-04-20,19:30,onsale,Arts & Theatre,Comedy,Comedy,Avicii Arena,Stockholm,Globentorget 2,59.29416,18.08081,Monday,April,4,2026,19
Z698xZq2Z1kx9Fbb_,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/897218619,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-21,18:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Tuesday,April,4,2026,18
Z698xZq2Z16vjZPaOs,Rhythm of the Dance,https://www.ticketmaster.se/event/rhythm-of-the-dance-biljetter/1700949831,https://s1.ticketm.net/dam/e/0ee/03d1602c-7a6a-4df6-937f-a5a8241bc0ee_SOURCE,2026-04-21,19:00,onsale,Arts & Theatre,Dance,Dance,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Tuesday,April,4,2026,19
Z698xZq2Z1kqkAAJo,Stödkonsert för Ukraina: Borys Ljatosjynsky,https://www.ticketmaster.se/event/stodkonsert-for-ukraina-borys-ljatosjynsky-biljetter/746145991,https://s1.ticketm.net/dam/a/c23/43c3d863-3ce7-4868-973f-009502841c23_TABLET_LANDSCAPE_16_9.jpg,2026-04-21,19:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Allhelgonakyrkan,Stockholm,Helgalunden 9,59.30982,18.07379,Tuesday,April,4,2026,19
Z698xZq2Z16v44ZpGY,Medborgare Nûjen,https://www.ticketmaster.se/event/medborgare-nujen-biljetter/1555016330,https://s1.ticketm.net/dam/e/592/0f2aedda-b6a8-45a3-b906-2c2d4ac2c592_TABLET_LANDSCAPE_16_9.jpg,2026-04-21,19:30,onsale,Arts & Theatre,Comedy,Comedy,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Tuesday,April,4,2026,19
Z698xZq2Z16v-z0gPV,GöteborgsOperans Danskompani - Little Concert,https://www.ticketmaster.se/event/goteborgsoperans-danskompani-little-concert-biljetter/1878935974,https://s1.ticketm.net/dam/a/e9c/fdad61e3-9f19-412f-9ca3-3749b72e7e9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-04-22,18:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Wednesday,April,4,2026,18
Z698xZq2Z16v0fAoPs,Svartklubben - Mat och standup i mörker,https://www.ticketmaster.se/event/svartklubben-mat-och-standup-i-morker-biljetter/1914151971,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-22,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Wednesday,April,4,2026,18
Z698xZq2Z16vZO4VuF,"Sissela Kyle ""Min Föreställning Om Mamma""",https://www.ticketmaster.se/event/sissela-kyle-min-forestallning-om-mamma-biljetter/1020574348,https://s1.ticketm.net/dam/a/9c2/2a0ef8c5-2686-46b8-8965-12ee791b79c2_RETINA_LANDSCAPE_16_9.jpg,2026-04-22,18:00,onsale,Arts & Theatre,Comedy,Comedy,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Wednesday,April,4,2026,18
Z698xZq2Z16vG9PV0t,Scott Bradlee’s Postmodern Jukebox - The Future Is Vintage Tour 2026,https://www.ticketmaster.se/event/scott-bradlees-postmodern-jukebox-the-future-is-vintage-tour-2026-biljetter/1317974929,https://s1.ticketm.net/dam/a/fe6/d40e50d5-65d7-4e26-855d-6dbdb0494fe6_SOURCE,2026-04-22,19:30,onsale,Music,Blues,Jazz Blues,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Wednesday,April,4,2026,19
Z698xZq2Z16vZ9PNft,Medborgare Nûjen,https://www.ticketmaster.se/event/medborgare-nujen-biljetter/1017963529,https://s1.ticketm.net/dam/e/360/d4e8a2bf-04c6-479e-975a-28578b888360_EVENT_DETAIL_PAGE_16_9.jpg,2026-04-22,19:30,onsale,Arts & Theatre,Comedy,Comedy,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Wednesday,April,4,2026,19
Z698xZq2Z16vuEr4qN,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1367795763,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-23,18:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Thursday,April,4,2026,18
Z698xZq2Z1k_MZ00f,GöteborgsOperans Danskompani - Little Concert,https://www.ticketmaster.se/event/goteborgsoperans-danskompani-little-concert-biljetter/677024914,https://s1.ticketm.net/dam/a/e9c/fdad61e3-9f19-412f-9ca3-3749b72e7e9c_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-04-23,18:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Thursday,April,4,2026,18
Z698xZq2Z16vj_edo8,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1719083450,https://s1.ticketm.net/dam/e/20f/5ed3d767-833a-4037-887d-ec646e72c20f_RETINA_PORTRAIT_3_2.jpg,2026-04-23,18:30,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Thursday,April,4,2026,18
Z698xZq2Z16vaAvNG-,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1245063321,https://s1.ticketm.net/dam/e/646/a9f4701e-0828-4e04-bc82-99800f465646_TABLET_LANDSCAPE_3_2.jpg,2026-04-23,19:30,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Thursday,April,4,2026,19
Z698xZq2Z16vbfk_GM,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1614199337,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-04-23,19:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Thursday,April,4,2026,19
Z698xZq2Z16v-JZ7fb,Guldgruvan comedyklubb,https://www.ticketmaster.se/event/guldgruvan-comedyklubb-biljetter/1866004518,https://s1.ticketm.net/dam/a/933/04589563-a8b7-492d-8612-ac299f8d5933_CUSTOM.jpg,2026-04-23,20:00,onsale,Arts & Theatre,Comedy,Comedy,Sofia Common,Stockholm,Bondegatan 57,59.31387,18.09131,Thursday,April,4,2026,20
Z698xZq2Z16vQ6uMPI,Former Child & Asullah + Claire Soukup + Gedz + Monochrome + Ängla,https://www.ticketmaster.se/event/former-child--asullah--claire-soukup--gedz--monochrome--angla-biljetter/1687377968,https://s1.ticketm.net/dam/e/695/e8eb16f1-d55d-4d23-815f-b976ed1cc695_RETINA_PORTRAIT_3_2.jpg,2026-04-23,21:00,onsale,Music,Dance/Electronic,Club Dance,Spy Bar,Stockholm,Birger Jarlsgatan 20,59.33655,18.07209,Thursday,April,4,2026,21
Z698xZq2Z16ev6GNZP,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/2047323025,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-04-24,18:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Friday,April,4,2026,18
Z698xZq2Z1kCFGaAs,Labero's Magic World,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/388309171,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg,2026-04-24,18:00,onsale,Arts & Theatre,Magic & Illusion,Magic,La Botanica,Stockholm,Tel: 08-751 09 65 - Stjärntorget 2,59.36898,18.00585,Friday,April,4,2026,18
Z698xZq2Z16vapqIf-,Teorin om relativitet,https://www.ticketmaster.se/event/teorin-om-relativitet-biljetter/1256768521,https://s1.ticketm.net/dam/e/778/7ea14c88-c503-4141-a3b3-9fbcd4af9778_RETINA_PORTRAIT_16_9.jpg,2026-04-24,18:30,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Friday,April,4,2026,18
Z698xZq2Z1kjFjJeK,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/708726093,https://s1.ticketm.net/dam/e/8af/5f0a9f26-3732-47ab-bc36-d652b6ceb8af_TABLET_LANDSCAPE_3_2.jpg,2026-04-24,18:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Friday,April,4,2026,18
